date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:59:40	20/20	---MCZ	200	added ('OK')	text/plain	date:Sun,%2026%20Jan%202025%2019:44:20%20GMT	https://az-rio.webflow.io/robots.txt		(from )
16:59:40	185488/185488	---M-Z	200	added ('OK')	text/css	etag:%2236ace71104fbd7b1859994226ef2ecbb%22	https://assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/css/az-rio.webflow.fdd41326d.css	C:/Users/MCdns/axisgovwebsite/AXISGOV/assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/css/az-rio.webflow.fdd41326d.css	(from https://az-rio.webflow.io/home)
16:59:40	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/Users/MCdns/axisgovwebsite/AXISGOV/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://az-rio.webflow.io/home)
16:59:41	545/545	---M--	200	added ('OK')	image/png	etag:%22763254faf904f7fed31facbc51d3759a%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/6620f70a00a791d009f84724_rio-favicon.png	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/6620f70a00a791d009f84724_rio-favicon.png	(from https://az-rio.webflow.io/home)
16:59:41	3295/3295	---M--	200	added ('OK')	image/png	etag:%2282b5594af0e03889c8b2edc3e2d02084%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/6620f70c3846fd1fbf6ae3a4_rio-Webclip.png	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/6620f70c3846fd1fbf6ae3a4_rio-Webclip.png	(from https://az-rio.webflow.io/home)
16:59:41	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:36%20GMT	https://az-rio.webflow.io/shop	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/shop	(from https://az-rio.webflow.io/home)
16:59:41	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:37%20GMT	https://az-rio.webflow.io/product/a-to-z-bucket-heat	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/product/a-to-z-bucket-heat	(from https://az-rio.webflow.io/home)
16:59:42	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:37%20GMT	https://az-rio.webflow.io/category/digital-goods	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/category/digital-goods	(from https://az-rio.webflow.io/home)
16:59:42	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:37%20GMT	https://az-rio.webflow.io/checkout	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/checkout	(from https://az-rio.webflow.io/home)
16:59:42	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:37%20GMT	https://az-rio.webflow.io/	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/index.html	(from https://az-rio.webflow.io/home)
16:59:42	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:37%20GMT	https://az-rio.webflow.io/401	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/401	(from https://az-rio.webflow.io/home)
16:59:42	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:37%20GMT	https://az-rio.webflow.io/template/style-guide	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/template/style-guide	(from https://az-rio.webflow.io/home)
16:59:42	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:38%20GMT	https://az-rio.webflow.io/template/licensing	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/template/licensing	(from https://az-rio.webflow.io/home)
16:59:43	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:38%20GMT	https://az-rio.webflow.io/template/change-log	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/template/change-log	(from https://az-rio.webflow.io/home)
16:59:43	43681/43681	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2021:56:06%20GMT	https://az-rio.webflow.io/template/instructions	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/template/instructions.html	(from https://az-rio.webflow.io/home)
16:59:43	43393/43393	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2021:54:14%20GMT	https://az-rio.webflow.io/blank	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/blank.html	(from https://az-rio.webflow.io/home)
16:59:43	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:39%20GMT	https://az-rio.webflow.io/%22https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/661fc92ee59946d2569f08a0_Rio-Video-poster-00001.jpg%22	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/_https_/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/661fc92ee59946d2569f08a0_Rio-Video-poster-00001.jpg_	(from https://az-rio.webflow.io/home)
16:59:44	58915/58915	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2021:56:39%20GMT	https://az-rio.webflow.io/showcase/navigating-efficiency-devops-transformation-in-supply-chain	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/navigating-efficiency-devops-transformation-in-supply-chain.html	(from https://az-rio.webflow.io/home)
16:59:44	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:39%20GMT	https://az-rio.webflow.io/showcase/cultivating-success-through-data-driven-agriculture	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/cultivating-success-through-data-driven-agriculture	(from https://az-rio.webflow.io/home)
16:59:44	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:39%20GMT	https://az-rio.webflow.io/showcase/transforming-healthcare-cloud-native-solutions-for-patient-care	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/transforming-healthcare-cloud-native-solutions-for-patient-care	(from https://az-rio.webflow.io/home)
16:59:44	268724/268724	---M--	200	added ('OK')	image/jpeg	etag:%2283678e8ac1d47da1fa3f34ec421a7bf5%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fbc5/662117bbbd8d8d8a8c6820e2_luke-chesser-WLOCr03nGr0-unsplash.jpg	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fbc5/662117bbbd8d8d8a8c6820e2_luke-chesser-WLOCr03nGr0-unsplash.jpg	(from https://az-rio.webflow.io/home)
16:59:44	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:40%20GMT	https://az-rio.webflow.io/showcase/data-resurgence-advanced-analytics-driving-financial-excellence	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/data-resurgence-advanced-analytics-driving-financial-excellence	(from https://az-rio.webflow.io/home)
16:59:45	58712/58712	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2021:56:59%20GMT	https://az-rio.webflow.io/showcase/crafting-customer-experiences-database-solutions-for-media-streaming	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/crafting-customer-experiences-database-solutions-for-media-streaming.html	(from https://az-rio.webflow.io/home)
16:59:45	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:40%20GMT	https://az-rio.webflow.io/showcase/empowering-sustainability-ai-driven-solutions-in-renewable-energy	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/empowering-sustainability-ai-driven-solutions-in-renewable-energy	(from https://az-rio.webflow.io/home)
16:59:45	61958/61958	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2017:42:14%20GMT	https://az-rio.webflow.io/post/top-10-webflow-template-categories	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/top-10-webflow-template-categories.html	(from https://az-rio.webflow.io/home)
16:59:45	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:40%20GMT	https://az-rio.webflow.io/post/e-commerce	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/e-commerce	(from https://az-rio.webflow.io/home)
16:59:46	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=661fb3dec9c3a0cc7ba8fb97	C:/Users/MCdns/axisgovwebsite/AXISGOV/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8100e.js	(from https://az-rio.webflow.io/home)
16:59:46	2455197/2455197	---M-Z	200	added ('OK')	text/javascript	etag:%220502c9c966a6086847f8fa5d586e641d%22	https://assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/js/webflow.2cfac6909.js	C:/Users/MCdns/axisgovwebsite/AXISGOV/assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/js/webflow.2cfac6909.js	(from https://az-rio.webflow.io/home)
16:59:46	567212/567212	---M--	200	added ('OK')	image/jpeg	etag:%22ee9a3eebb74790cc525f65aaa419a6fa%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/6621028ac97fd9860e7fd2f2_Revolutionise-Biz.jpg	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/6621028ac97fd9860e7fd2f2_Revolutionise-Biz.jpg	(from https://az-rio.webflow.io/what-we-do)
16:59:47	506718/506718	---M--	200	added ('OK')	image/jpeg	etag:%223282b6d14875bd7ade24ed90710926cd%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/6621028af530915b171bc549_Data-Empowerment.jpg	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/6621028af530915b171bc549_Data-Empowerment.jpg	(from https://az-rio.webflow.io/what-we-do)
16:59:47	297615/297615	---M--	200	added ('OK')	image/jpeg	etag:%224a1ec050264678bb143499ad00af8fa3%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662102e580115366538786b6_Opportunity.jpg	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662102e580115366538786b6_Opportunity.jpg	(from https://az-rio.webflow.io/what-we-do)
16:59:47	789440/789440	---M--	200	added ('OK')	image/jpeg	etag:%22d1b01897ccb299f3011ba75bb0ef57e3%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662102e377f9f82eaa0d5991_Agile.jpg	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662102e377f9f82eaa0d5991_Agile.jpg	(from https://az-rio.webflow.io/what-we-do)
16:59:48	2924018/2924018	---M--	200	added ('OK')	image/jpeg	etag:%227e9cb3cee3c3eec4dc36692a9ce31936%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662102e55fea66718ca270b2_Efficiency.jpg	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662102e55fea66718ca270b2_Efficiency.jpg	(from https://az-rio.webflow.io/what-we-do)
16:59:48	2145740/2145740	---M--	200	added ('OK')	image/jpeg	etag:%2271ff334582baaee6fda0ade97bed611e%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662102e4c97fd9860e80308e_Elevate.jpg	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662102e4c97fd9860e80308e_Elevate.jpg	(from https://az-rio.webflow.io/what-we-do)
16:59:48	252299/252299	---M--	200	added ('OK')	image/jpeg	etag:%22e6d4f413a23b53e61b77cbc58324395f%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662108ca21f49ba8f0c696d8_thisisengineering-83udtzyaTS4-unsplash.jpg	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662108ca21f49ba8f0c696d8_thisisengineering-83udtzyaTS4-unsplash.jpg	(from https://az-rio.webflow.io/who-we-are)
16:59:48	491963/491963	---M--	200	added ('OK')	image/jpeg	etag:%2208f412f5320cab46c1dcf4b4ed460069%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662108cb2cd44766375e8ff7_thisisengineering-WD7BoqPrjYE-unsplash.jpg	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662108cb2cd44766375e8ff7_thisisengineering-WD7BoqPrjYE-unsplash.jpg	(from https://az-rio.webflow.io/who-we-are)
16:59:48	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:44%20GMT	https://az-rio.webflow.io/post/result-driven-webflow-templates	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/result-driven-webflow-templates	(from https://az-rio.webflow.io/insights)
16:59:49	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:44%20GMT	https://az-rio.webflow.io/post/becoming-a-web-designer-web-developer	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/becoming-a-web-designer-web-developer	(from https://az-rio.webflow.io/insights)
16:59:49	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:44%20GMT	https://az-rio.webflow.io/post/building-ecommerce-now-a-breeze	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/building-ecommerce-now-a-breeze	(from https://az-rio.webflow.io/insights)
16:59:49	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:44%20GMT	https://az-rio.webflow.io/post/from-dead-sketches-to-living-websites-with-webflow	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/from-dead-sketches-to-living-websites-with-webflow	(from https://az-rio.webflow.io/insights)
16:59:50	463843/463843	---M--	200	added ('OK')	image/png	etag:%221903b431f0ba96357ea512ca369adfa2%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fbc5/661fb3dec9c3a0cc7ba8fcb4_Ok5hQGt7Ue4og3IhY6BFr_HZieM5VatNp_olkv9hn5DJ5OcCjjSLsMfzWhPcNcryIa3Jtjz9RmMhuEuFgDp204NG5TM7bWLXhrzFblqpr3wesKpebxGggpXoFxvMg9_3x87h-4L5jR3Xd5caBfRhVLw.png	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fbc5/661fb3dec9c3a0cc7ba8fcb4_Ok5hQGt7Ue4og3IhY6BFr_HZieM5VatNp_olkv9hn5DJ5OcCjjSLsMfzWhPcNcryIa3Jtjz9RmMhuEuFgDp204NG5TM7bWLXhrzFblqpr3wesKpebxGggpXoF	(from https://az-rio.webflow.io/post/discovering-webflow)
16:59:50	545/545	---M--	200	added ('OK')	image/png	etag:%22763254faf904f7fed31facbc51d3759a%22	https://assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/6620f70a00a791d009f84724_rio-favicon.png	C:/Users/MCdns/axisgovwebsite/AXISGOV/assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/6620f70a00a791d009f84724_rio-favicon.png	(from https://az-rio.webflow.io/404)
16:59:50	3295/3295	---M--	200	added ('OK')	image/png	etag:%2282b5594af0e03889c8b2edc3e2d02084%22	https://assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/6620f70c3846fd1fbf6ae3a4_rio-Webclip.png	C:/Users/MCdns/axisgovwebsite/AXISGOV/assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/6620f70c3846fd1fbf6ae3a4_rio-Webclip.png	(from https://az-rio.webflow.io/404)
16:59:51	44115/44115	---M--	200	added ('OK')	image/jpeg	etag:%22fc1c3b3266b84caf80579ef3b5dd8914%22	https://assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/662131e2a552b9eb3a51a2bb_BG%20Image.jpg	C:/Users/MCdns/axisgovwebsite/AXISGOV/assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/662131e2a552b9eb3a51a2bb_BG%20Image.jpg	(from https://assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/css/az-rio.webflow.fdd41326d.css)
16:59:52	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:47%20GMT	https://az-rio.webflow.io/shop	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/shop.html	(from https://az-rio.webflow.io/home)
16:59:52	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:47%20GMT	https://az-rio.webflow.io/product/a-to-z-bucket-heat	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/product/a-to-z-bucket-heat.html	(from https://az-rio.webflow.io/home)
16:59:53	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:48%20GMT	https://az-rio.webflow.io/category/digital-goods	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/category/digital-goods.html	(from https://az-rio.webflow.io/home)
16:59:53	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:48%20GMT	https://az-rio.webflow.io/checkout	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/checkout.html	(from https://az-rio.webflow.io/home)
16:59:54	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:48%20GMT	https://az-rio.webflow.io/401	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/401.html	(from https://az-rio.webflow.io/home)
16:59:54	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:48%20GMT	https://az-rio.webflow.io/template/style-guide	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/template/style-guide.html	(from https://az-rio.webflow.io/home)
16:59:55	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:49%20GMT	https://az-rio.webflow.io/template/licensing	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/template/licensing.html	(from https://az-rio.webflow.io/home)
16:59:55	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:49%20GMT	https://az-rio.webflow.io/template/change-log	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/template/change-log.html	(from https://az-rio.webflow.io/home)
16:59:55	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:46%20GMT	https://az-rio.webflow.io/	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/index.html	(from https://az-rio.webflow.io/home)
16:59:55	630575/630575	---M--	200	added ('OK')	image/png	etag:%224456a7bc630b02d77a105131b65981b3%22	https://assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/66336b1bf3eb759769788d41_Webflow%20Icon.png	C:/Users/MCdns/axisgovwebsite/AXISGOV/assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/66336b1bf3eb759769788d41_Webflow%20Icon.png	(from https://assets-global.website-files.com/661fb3dec9c3a0cc7ba8fb97/css/az-rio.webflow.fdd41326d.css)
16:59:56	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:51%20GMT	https://az-rio.webflow.io/%22https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/661fc92ee59946d2569f08a0_Rio-Video-poster-00001.jpg%22	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/_https_/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/661fc92ee59946d2569f08a0_Rio-Video-poster-00001.html	(from https://az-rio.webflow.io/home)
16:59:56	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:51%20GMT	https://az-rio.webflow.io/showcase/cultivating-success-through-data-driven-agriculture	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/cultivating-success-through-data-driven-agriculture.html	(from https://az-rio.webflow.io/home)
16:59:56	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:51%20GMT	https://az-rio.webflow.io/showcase/transforming-healthcare-cloud-native-solutions-for-patient-care	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/transforming-healthcare-cloud-native-solutions-for-patient-care.html	(from https://az-rio.webflow.io/home)
16:59:56	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:51%20GMT	https://az-rio.webflow.io/showcase/data-resurgence-advanced-analytics-driving-financial-excellence	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/data-resurgence-advanced-analytics-driving-financial-excellence.html	(from https://az-rio.webflow.io/home)
16:59:57	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:52%20GMT	https://az-rio.webflow.io/post/result-driven-webflow-templates	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/result-driven-webflow-templates.html	(from https://az-rio.webflow.io/insights)
16:59:57	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:52%20GMT	https://az-rio.webflow.io/showcase/empowering-sustainability-ai-driven-solutions-in-renewable-energy	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/empowering-sustainability-ai-driven-solutions-in-renewable-energy.html	(from https://az-rio.webflow.io/home)
16:59:57	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:52%20GMT	https://az-rio.webflow.io/post/e-commerce	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/e-commerce.html	(from https://az-rio.webflow.io/home)
16:59:58	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:52%20GMT	https://az-rio.webflow.io/post/becoming-a-web-designer-web-developer	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/becoming-a-web-designer-web-developer.html	(from https://az-rio.webflow.io/insights)
16:59:58	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:52%20GMT	https://az-rio.webflow.io/post/building-ecommerce-now-a-breeze	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/building-ecommerce-now-a-breeze.html	(from https://az-rio.webflow.io/insights)
16:59:58	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:52%20GMT	https://az-rio.webflow.io/post/from-dead-sketches-to-living-websites-with-webflow	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/from-dead-sketches-to-living-websites-with-webflow.html	(from https://az-rio.webflow.io/insights)
16:59:59	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:53%20GMT	https://az-rio.webflow.io/shop	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/shop.html	(from https://az-rio.webflow.io/home)
